**** Analysis Summary ****

Time of run: ,07/07/15 17:06
Concentration file: ,E:\pmf\JFcH.csv
Uncertainty file: ,E:\pmf\JFcHunc.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,     10.0,  2.45000, 25.79000, 34.16000, 61.17500,3318.47000, 100.00 %, 100.00 %
14                    1,0.03590,0.01584,0.00131,0.03882,0.13748,0.20870,19.34815,0.07005,11.60582,1.19797,0.02745,0.02225,0.01149,0.04737,0.04967,0.08750,0.04416,0.80508,2.10230,0.00552,0.00719,0.00064,0.24870,5.08416,
14                    2,0.01393,0.00880,0.00082,0.01516,0.05432,0.08108,4.95975,0.04803,3.30262,0.36304,0.01047,0.00981,0.00580,0.01740,0.01741,0.04321,0.02133,0.40034,0.67771,0.00258,0.00333,0.00042,0.11958,2.23595,
14                    3,0.01019,0.00745,0.00064,0.01697,0.05312,0.08367,6.47544,0.02504,3.44308,0.24636,0.01105,0.00996,0.00569,0.01483,0.00960,0.04334,0.02126,0.38293,0.72043,0.00243,0.00290,0.00022,0.12080,2.00765,
14                    4,0.00731,0.00544,0.00032,0.00501,0.01174,0.04643,1.46000,0.00426,1.29326,0.10081,0.00301,0.00663,0.00424,0.00790,0.00453,0.03250,0.01579,0.29799,0.33221,0.00180,0.00204,0.00009,0.08958,1.12346,
14                    5,0.01465,0.00463,0.00019,0.00672,0.02345,0.06506,5.70456,0.00202,3.89536,0.43868,0.00436,0.00667,0.00336,0.01688,0.01600,0.02411,0.01316,0.24336,0.68901,0.00182,0.00214,0.00013,0.07090,1.43289,
14                    6,0.01271,0.00652,0.00038,0.00659,0.01623,0.06413,2.97909,0.00201,2.51818,0.27448,0.00400,0.00812,0.00480,0.01323,0.01019,0.03704,0.01825,0.34913,0.47215,0.00231,0.00259,0.00013,0.10394,1.46377,
14                    7,0.02341,0.00623,0.00027,0.01056,0.04327,0.09507,8.96542,0.00601,6.24491,0.74662,0.00754,0.00937,0.00467,0.02638,0.02783,0.03173,0.01768,0.32708,1.00472,0.00254,0.00311,0.00022,0.09494,2.00987,
14                    8,0.01972,0.01057,0.00066,0.02269,0.06709,0.13627,11.76224,0.01455,6.66239,0.54964,0.01439,0.01503,0.00800,0.02647,0.01843,0.06208,0.03118,0.55968,1.32647,0.00374,0.00458,0.00022,0.17617,3.00638,
14                    9,0.00843,0.00289,0.00012,0.00428,0.01503,0.03929,3.27850,0.00167,2.18966,0.23677,0.00275,0.00416,0.00214,0.00973,0.00850,0.01553,0.00844,0.15408,0.42543,0.00116,0.00133,0.00008,0.04544,0.86322,
14                    10,0.01934,0.00498,0.00017,0.00691,0.02668,0.07550,6.89621,0.00304,4.99253,0.60359,0.00504,0.00765,0.00369,0.02155,0.02356,0.02635,0.01436,0.27138,0.78065,0.00204,0.00256,0.00017,0.07841,1.61147,
14                    11,0.04650,0.01993,0.00170,0.03678,0.14974,0.16895,14.61637,0.08926,11.95111,1.67448,0.03198,0.01889,0.00998,0.05163,0.09066,0.07234,0.03696,0.72784,1.55902,0.00504,0.00720,0.00106,0.20718,5.76200,
14                    12,0.03013,0.01219,0.00073,0.03146,0.09982,0.18264,18.55303,0.01766,10.79324,1.00328,0.02127,0.01882,0.00931,0.04048,0.03592,0.07068,0.03629,0.64833,1.88662,0.00464,0.00568,0.00029,0.20512,4.00487,
14                    13,0.01506,0.00448,0.00013,0.00570,0.01940,0.06173,5.57528,0.00208,3.93414,0.46467,0.00377,0.00606,0.00300,0.01714,0.01735,0.02089,0.01190,0.21853,0.64989,0.00168,0.00198,0.00014,0.06258,1.35135,
15                    1,0.00562,0.00391,0.00057,0.01032,0.03822,0.03394,3.28052,0.03775,1.90084,0.21902,0.00779,0.00365,0.00208,0.00841,0.01263,0.01524,0.00765,0.13564,0.33916,0.00090,0.00143,0.00028,0.04162,1.29573,
15                    2,0.00427,0.00404,0.00039,0.00503,0.01514,0.02287,1.52181,0.02477,0.95100,0.08274,0.00339,0.00257,0.00177,0.00539,0.00520,0.01179,0.00630,0.11120,0.22723,0.00074,0.00104,0.00022,0.03172,0.94028,
15                    3,0.00723,0.00366,0.00024,0.00329,0.00965,0.03636,2.57325,0.00883,1.58904,0.13010,0.00205,0.00413,0.00267,0.00832,0.00547,0.01744,0.00982,0.16835,0.42258,0.00116,0.00140,0.00014,0.04899,0.87458,
15                    4,0.00909,0.00466,0.00026,0.00713,0.02308,0.05957,5.13872,0.00526,2.84258,0.19700,0.00484,0.00667,0.00382,0.01157,0.00687,0.02744,0.01448,0.25423,0.72130,0.00170,0.00210,0.00015,0.07746,1.28848,
15                    5,0.00071,0.00080,0.00008,0.00131,0.00340,0.00658,0.40824,0.00236,0.20493,0.00899,0.00088,0.00082,0.00056,0.00098,0.00045,0.00391,0.00206,0.03668,0.06427,0.00024,0.00028,0.00006,0.01057,0.20051,
15                    6,0.00375,0.00304,0.00024,0.00625,0.01795,0.03314,3.12221,0.00343,1.49176,0.07119,0.00396,0.00383,0.00214,0.00542,0.00229,0.01592,0.00807,0.14002,0.36596,0.00094,0.00110,0.00010,0.04474,0.74491,
15                    7,0.00341,0.00227,0.00016,0.00264,0.00684,0.02099,0.85212,0.00182,0.63858,0.05261,0.00169,0.00269,0.00184,0.00369,0.00247,0.01296,0.00633,0.11859,0.13159,0.00072,0.00083,0.00008,0.03573,0.46841,
15                    8,0.00115,0.00120,0.00014,0.00273,0.00682,0.01162,0.99229,0.00253,0.45950,0.01618,0.00171,0.00134,0.00085,0.00176,0.00054,0.00620,0.00307,0.05146,0.10168,0.00036,0.00043,0.00004,0.01681,0.27275,
15                    9,0.00178,0.00108,0.00010,0.00212,0.00613,0.01265,1.04558,0.00196,0.60127,0.05129,0.00144,0.00140,0.00079,0.00241,0.00202,0.00579,0.00291,0.05344,0.11906,0.00036,0.00045,0.00006,0.01625,0.29713,
15                    10,0.00137,0.00084,0.00010,0.00181,0.00505,0.00884,0.85880,0.00323,0.43397,0.02980,0.00133,0.00107,0.00065,0.00194,0.00230,0.00460,0.00213,0.03879,0.06930,0.00029,0.00035,0.00008,0.01247,0.20865,
15                    11,0.02003,0.01491,0.00113,0.02522,0.09120,0.08561,8.27144,0.05682,5.75326,0.65031,0.02096,0.00976,0.00559,0.02337,0.04406,0.03971,0.02098,0.38624,0.98115,0.00246,0.00397,0.00068,0.11143,3.87999,
15                    12,0.00260,0.00131,0.00018,0.00555,0.01649,0.02177,2.83628,0.00309,1.45542,0.11307,0.00383,0.00213,0.00102,0.00446,0.00434,0.00754,0.00388,0.06227,0.22914,0.00047,0.00062,0.00005,0.02184,0.49480,
15                    13,0.00168,0.00167,0.00016,0.00257,0.00718,0.01485,0.81063,0.00599,0.41745,0.02055,0.00169,0.00181,0.00123,0.00222,0.00113,0.00850,0.00425,0.07722,0.11677,0.00047,0.00059,0.00010,0.02341,0.37425,
15                    14,0.01676,0.00644,0.00032,0.01150,0.03803,0.08832,7.55169,0.00623,4.80343,0.49007,0.00755,0.00948,0.00482,0.02040,0.01736,0.03626,0.01866,0.34661,0.89908,0.00249,0.00297,0.00018,0.10542,1.90281,
16                    1,0.02331,0.00889,0.00182,0.39848,1.41797,0.13876,14.73219,0.02538,7.86235,1.15102,0.28921,0.01356,0.00666,0.06016,0.23472,0.05004,0.02621,0.44813,1.52496,0.00346,0.00512,0.00087,0.14287,3.10475,
16                    2,0.00755,0.00248,0.00141,0.39021,1.39872,0.03311,3.62282,0.01199,1.81057,0.66354,0.28588,0.00333,0.00166,0.04005,0.22713,0.01211,0.00634,0.10808,0.33977,0.00093,0.00207,0.00070,0.03303,0.82405,
16                    3,0.00477,0.00248,0.00142,0.39625,1.41456,0.03730,4.79191,0.00505,2.12518,0.64674,0.29029,0.00380,0.00172,0.04045,0.22769,0.01320,0.00665,0.10652,0.39431,0.00089,0.00207,0.00066,0.03708,0.84545,
16                    4,0.00704,0.00327,0.00138,0.38216,1.36720,0.02807,2.37017,0.00911,1.33142,0.62003,0.28172,0.00285,0.00162,0.03847,0.22421,0.01058,0.00600,0.09908,0.31363,0.00087,0.00195,0.00070,0.02970,0.76903,
16                    5,0.01629,0.00849,0.00160,0.39003,1.38407,0.08013,5.40710,0.01181,3.31594,0.77598,0.28564,0.00863,0.00546,0.04809,0.22785,0.03618,0.02019,0.34733,0.80483,0.00248,0.00368,0.00077,0.10066,2.03686,
16                    6,0.01157,0.00317,0.00139,0.38336,1.36728,0.04258,3.39211,0.00960,1.98363,0.66824,0.28160,0.00407,0.00239,0.04110,0.22274,0.01520,0.00906,0.14544,0.45554,0.00136,0.00222,0.00066,0.04295,1.05798,
16                    7,0.02536,0.01246,0.00176,0.39594,1.39851,0.12812,7.99005,0.00745,5.17978,0.94523,0.28790,0.01412,0.00900,0.05766,0.23242,0.06045,0.03231,0.57109,1.17490,0.00393,0.00530,0.00080,0.16868,2.87868,
16                    8,0.01208,0.00621,0.00157,0.40056,1.42078,0.08264,9.07033,0.00575,4.50143,0.80850,0.29265,0.00805,0.00407,0.04830,0.22973,0.02970,0.01603,0.26348,0.91890,0.00205,0.00342,0.00070,0.08561,1.91397,
16                    9,0.01208,0.00668,0.00156,0.38723,1.37577,0.06132,3.80324,0.00955,2.28776,0.67427,0.28395,0.00681,0.00449,0.04377,0.22464,0.02977,0.01637,0.28059,0.59230,0.00198,0.00314,0.00073,0.08191,1.55417,
16                    10,0.01887,0.00793,0.00162,0.38901,1.37819,0.08580,5.79181,0.01209,3.75756,0.84533,0.28364,0.00918,0.00566,0.05079,0.23074,0.03798,0.02052,0.36032,0.83016,0.00262,0.00395,0.00080,0.10594,1.99195,
16                    11,0.03237,0.01029,0.00169,0.30746,1.11232,0.10850,10.46977,0.03718,7.69263,1.33180,0.22658,0.01092,0.00528,0.05448,0.21020,0.03829,0.02088,0.38227,1.13970,0.00308,0.00470,0.00096,0.10917,3.44298,
16                    12,0.02293,0.01016,0.00170,0.40925,1.44061,0.14317,15.07370,0.00656,7.94965,1.08655,0.29750,0.01376,0.00715,0.06064,0.23629,0.05072,0.02732,0.45514,1.55021,0.00357,0.00498,0.00075,0.14644,3.16756,
16                    13,0.01838,0.01034,0.00176,0.39152,1.38458,0.09269,5.48155,0.01789,3.51999,0.80004,0.28648,0.01015,0.00666,0.05057,0.22894,0.04378,0.02403,0.41838,0.86272,0.00284,0.00419,0.00084,0.12197,2.31873,
16                    14,0.01158,0.00699,0.00165,0.38355,1.36602,0.06136,2.89940,0.01429,2.06699,0.70535,0.28289,0.00790,0.00515,0.04434,0.22670,0.03673,0.01848,0.33321,0.47491,0.00213,0.00350,0.00076,0.09978,1.53795,
16                    15,0.01428,0.00640,0.00146,0.39438,1.40176,0.07247,6.22300,0.00528,3.50266,0.78592,0.28873,0.00735,0.00419,0.04736,0.22953,0.02840,0.01562,0.26573,0.77078,0.00210,0.00326,0.00071,0.08060,1.68557,
17                    1,0.00721,0.00532,0.00078,0.01818,0.06507,0.05844,6.63173,0.05602,3.26195,0.29438,0.01338,0.00586,0.00306,0.01276,0.01604,0.02401,0.01166,0.20174,0.63302,0.00134,0.00207,0.00036,0.06652,1.97008,
17                    2,0.00511,0.00396,0.00046,0.00635,0.02242,0.02296,1.88070,0.03877,1.05148,0.10804,0.00451,0.00230,0.00158,0.00608,0.00770,0.01064,0.00570,0.10026,0.22145,0.00067,0.00101,0.00026,0.02801,1.07252,
17                    3,0.00768,0.00355,0.00032,0.00691,0.02209,0.04105,3.85818,0.01882,2.04462,0.16190,0.00459,0.00414,0.00249,0.00951,0.00744,0.01676,0.00933,0.15614,0.44684,0.00114,0.00134,0.00016,0.04709,1.05034,
17                    4,0.00728,0.00286,0.00012,0.00282,0.01063,0.03637,2.91951,0.00319,1.83357,0.15906,0.00197,0.00393,0.00234,0.00824,0.00641,0.01575,0.00892,0.15498,0.44378,0.00106,0.00132,0.00010,0.04462,0.77327,
17                    5,0.00109,0.00119,0.00011,0.00127,0.00224,0.00898,0.26613,0.00049,0.19459,0.00660,0.00073,0.00143,0.00095,0.00126,0.00024,0.00678,0.00334,0.06142,0.06455,0.00039,0.00044,0.00005,0.01853,0.23877,
17                    6,0.00172,0.00153,0.00008,0.00144,0.00392,0.01177,0.86978,0.00048,0.48616,0.03245,0.00084,0.00132,0.00079,0.00223,0.00112,0.00536,0.00300,0.05090,0.12702,0.00035,0.00043,0.00006,0.01506,0.24672,
17                    7,0.00450,0.00354,0.00027,0.00419,0.01118,0.03109,1.07629,0.00124,0.86355,0.06671,0.00259,0.00440,0.00293,0.00519,0.00234,0.02147,0.01026,0.19260,0.21332,0.00115,0.00134,0.00009,0.05903,0.73884,
17                    8,0.00218,0.00180,0.00025,0.00792,0.02217,0.02736,3.50223,0.00908,1.45257,0.05553,0.00518,0.00260,0.00132,0.00430,0.00182,0.01034,0.00499,0.08056,0.28698,0.00061,0.00079,0.00007,0.02920,0.63482,
17                    9,0.00223,0.00135,0.00012,0.00128,0.00246,0.01205,0.48857,0.00041,0.42532,0.04119,0.00073,0.00169,0.00108,0.00235,0.00162,0.00777,0.00374,0.07166,0.08388,0.00048,0.00057,0.00004,0.02138,0.29027,
17                    10,0.00167,0.00135,0.00013,0.00149,0.00314,0.01067,0.38163,0.00052,0.32093,0.02407,0.00093,0.00163,0.00106,0.00198,0.00139,0.00784,0.00367,0.06897,0.07290,0.00044,0.00051,0.00006,0.02129,0.26346,
17                    11,0.01825,0.01423,0.00120,0.02390,0.09465,0.07013,6.36438,0.07263,4.96570,0.66720,0.02079,0.00788,0.00454,0.02196,0.04671,0.03220,0.01712,0.32031,0.81331,0.00199,0.00350,0.00074,0.09023,3.76326,
17                    12,0.00358,0.00262,0.00033,0.01272,0.03801,0.04550,6.06240,0.00962,2.78569,0.16836,0.00869,0.00442,0.00204,0.00816,0.00580,0.01630,0.00791,0.12861,0.50186,0.00096,0.00122,0.00009,0.04716,1.05683,
17                    13,0.00196,0.00219,0.00017,0.00202,0.00344,0.01603,0.28501,0.00162,0.28118,0.01009,0.00112,0.00247,0.00168,0.00225,0.00035,0.01200,0.00586,0.10934,0.09989,0.00065,0.00078,0.00008,0.03306,0.39773,
17                    14,0.01675,0.00619,0.00027,0.00719,0.02241,0.07551,5.13801,0.00232,3.86928,0.44542,0.00445,0.00863,0.00468,0.01831,0.01619,0.03501,0.01790,0.33962,0.68869,0.00238,0.00276,0.00014,0.10018,1.66342,
17                    15,0.00075,0.00056,0.00010,0.00209,0.00592,0.00788,0.88610,0.00225,0.38528,0.01581,0.00146,0.00092,0.00049,0.00125,0.00072,0.00366,0.00171,0.02921,0.08294,0.00023,0.00027,0.00004,0.01004,0.19236,
17                    16,0.01454,0.00550,0.00143,0.38471,1.37004,0.05965,4.57029,0.00964,2.81810,0.76034,0.28198,0.00574,0.00338,0.04510,0.22579,0.02165,0.01269,0.21275,0.62863,0.00175,0.00279,0.00070,0.06150,1.45983,
18                    1,0.03644,0.00804,0.00048,0.01885,0.06690,0.13197,12.90705,0.00969,9.20944,1.15162,0.01359,0.01244,0.00589,0.03746,0.04882,0.04026,0.02234,0.42229,1.27558,0.00351,0.00395,0.00031,0.12045,2.91417,
18                    2,0.01439,0.00386,0.00027,0.00654,0.02167,0.05194,4.17426,0.00344,3.05462,0.36366,0.00448,0.00520,0.00271,0.01381,0.01823,0.01813,0.01030,0.18967,0.54545,0.00154,0.00174,0.00020,0.05335,1.14244,
18                    3,0.01170,0.00423,0.00021,0.00495,0.01459,0.05521,4.45504,0.00378,2.77425,0.23516,0.00330,0.00590,0.00326,0.01181,0.01297,0.02242,0.01269,0.22011,0.66417,0.00157,0.00191,0.00011,0.06522,1.20537,
18                    4,0.01664,0.00716,0.00052,0.01185,0.03919,0.08838,7.55733,0.03513,4.02055,0.28338,0.00834,0.00889,0.00511,0.01696,0.01866,0.03644,0.01969,0.34077,1.05046,0.00245,0.00297,0.00025,0.10466,2.10743,
18                    5,0.02771,0.00930,0.00052,0.01354,0.03986,0.10787,7.96735,0.03702,5.56749,0.62995,0.00899,0.01054,0.00624,0.02714,0.03040,0.04098,0.02251,0.41406,0.98572,0.00319,0.00345,0.00033,0.11686,2.65372,
18                    6,0.02443,0.00677,0.00059,0.01604,0.04943,0.10009,9.45873,0.03790,5.45967,0.49442,0.01078,0.00959,0.00527,0.02286,0.02598,0.03659,0.02021,0.35458,1.06821,0.00291,0.00305,0.00027,0.10695,2.41796,
18                    7,0.03957,0.01305,0.00068,0.01812,0.05130,0.15725,11.17085,0.03206,8.07589,0.92586,0.01189,0.01585,0.00956,0.03888,0.04183,0.06252,0.03349,0.62252,1.30948,0.00460,0.00501,0.00037,0.17795,3.49661,
18                    8,0.02121,0.00558,0.00024,0.00948,0.02978,0.07911,6.93382,0.01242,4.95427,0.59610,0.00626,0.00739,0.00368,0.02151,0.02696,0.02459,0.01395,0.25801,0.76861,0.00217,0.00234,0.00019,0.07394,1.84475,
18                    9,0.02027,0.00741,0.00051,0.01200,0.03478,0.08624,6.03627,0.03387,3.96182,0.41590,0.00793,0.00847,0.00521,0.01965,0.02267,0.03464,0.01878,0.33857,0.77136,0.00253,0.00273,0.00026,0.09726,2.08738,
18                    10,0.03315,0.00935,0.00055,0.01431,0.04327,0.12242,10.01819,0.04040,6.95365,0.80801,0.01004,0.01185,0.00681,0.03310,0.03972,0.04495,0.02407,0.45028,1.08035,0.00346,0.00391,0.00036,0.12888,2.84775,
18                    11,0.05833,0.01674,0.00111,0.03467,0.12420,0.19964,21.48812,0.03160,14.83244,1.72709,0.02850,0.02013,0.01010,0.05716,0.08740,0.07054,0.03912,0.72437,2.10035,0.00554,0.00705,0.00069,0.20760,5.32730,
18                    12,0.03679,0.00935,0.00040,0.01911,0.05829,0.14140,13.50901,0.01521,9.24892,1.05731,0.01300,0.01290,0.00661,0.03786,0.04450,0.04327,0.02428,0.44390,1.34994,0.00370,0.00401,0.00026,0.12927,3.13548,
18                    13,0.03104,0.01144,0.00069,0.01602,0.04672,0.12859,9.12943,0.04890,6.25744,0.69295,0.01069,0.01266,0.00777,0.03105,0.03387,0.05097,0.02754,0.50424,1.11786,0.00366,0.00408,0.00040,0.14466,3.09965,
18                    14,0.01377,0.00898,0.00074,0.01670,0.04791,0.09762,6.66749,0.04211,3.33419,0.17540,0.01097,0.01110,0.00699,0.01581,0.01178,0.05121,0.02577,0.45196,0.93840,0.00287,0.00354,0.00029,0.14006,2.31940,
18                    15,0.02469,0.00665,0.00036,0.01003,0.03119,0.08733,6.94991,0.02208,5.06456,0.61846,0.00677,0.00817,0.00448,0.02403,0.02891,0.02874,0.01617,0.30101,0.80984,0.00255,0.00270,0.00024,0.08480,2.03501,
18                    16,0.00854,0.00310,0.00144,0.39115,1.40181,0.04292,5.19473,0.01271,2.63708,0.76465,0.28859,0.00458,0.00238,0.04418,0.23944,0.01676,0.00882,0.15540,0.48671,0.00117,0.00265,0.00075,0.04873,0.99288,
18                    17,0.02750,0.00726,0.00047,0.01309,0.04112,0.09935,8.56091,0.03628,5.70979,0.64382,0.00893,0.00907,0.00493,0.02610,0.03138,0.03247,0.01812,0.33296,0.95245,0.00276,0.00302,0.00028,0.09520,2.39258,
19                    1,0.00532,0.00385,0.00057,0.00966,0.03459,0.03167,3.05793,0.03673,1.80056,0.20581,0.00746,0.00341,0.00195,0.00807,0.01246,0.01451,0.00723,0.13009,0.33182,0.00083,0.00136,0.00030,0.03933,1.34467,
19                    2,0.00414,0.00412,0.00040,0.00531,0.01430,0.02311,1.63455,0.02372,0.99625,0.08091,0.00340,0.00254,0.00176,0.00534,0.00526,0.01159,0.00639,0.11166,0.24177,0.00073,0.00101,0.00023,0.03125,1.03933,
19                    3,0.00714,0.00360,0.00023,0.00334,0.00946,0.03584,2.54724,0.00850,1.58188,0.13146,0.00202,0.00398,0.00258,0.00823,0.00574,0.01682,0.00966,0.16463,0.42332,0.00115,0.00136,0.00015,0.04713,0.90918,
19                    4,0.00903,0.00456,0.00026,0.00772,0.02658,0.06004,5.35498,0.00551,2.91605,0.20667,0.00513,0.00659,0.00373,0.01168,0.00749,0.02668,0.01434,0.24903,0.72571,0.00167,0.00208,0.00014,0.07569,1.30033,
19                    5,0.00084,0.00088,0.00008,0.00159,0.00450,0.00768,0.48127,0.00317,0.23998,0.01262,0.00103,0.00098,0.00064,0.00119,0.00053,0.00444,0.00231,0.04028,0.06385,0.00029,0.00034,0.00006,0.01223,0.19576,
19                    6,0.00357,0.00291,0.00023,0.00652,0.01927,0.03290,3.29012,0.00411,1.53530,0.07680,0.00402,0.00370,0.00201,0.00545,0.00225,0.01497,0.00772,0.13236,0.36450,0.00091,0.00105,0.00010,0.04245,0.74035,
19                    7,0.00358,0.00248,0.00017,0.00279,0.00636,0.02298,0.91633,0.00164,0.67555,0.05121,0.00176,0.00297,0.00206,0.00393,0.00231,0.01461,0.00716,0.13249,0.14189,0.00082,0.00094,0.00008,0.04028,0.52045,
19                    8,0.00107,0.00112,0.00012,0.00244,0.00597,0.01007,0.86888,0.00287,0.40582,0.01399,0.00155,0.00115,0.00072,0.00158,0.00048,0.00525,0.00254,0.04335,0.09191,0.00031,0.00038,0.00005,0.01408,0.24371,
19                    9,0.00197,0.00120,0.00011,0.00258,0.00775,0.01452,1.18765,0.00266,0.67083,0.05738,0.00165,0.00162,0.00093,0.00273,0.00213,0.00666,0.00339,0.06051,0.12734,0.00043,0.00053,0.00006,0.01881,0.32277,
19                    10,0.00152,0.00099,0.00011,0.00214,0.00561,0.01054,0.99204,0.00394,0.49336,0.03244,0.00149,0.00127,0.00080,0.00221,0.00222,0.00565,0.00271,0.04786,0.08113,0.00036,0.00042,0.00009,0.01541,0.25271,
19                    11,0.01955,0.01482,0.00118,0.02522,0.08900,0.08487,8.38792,0.05620,5.77768,0.63812,0.02085,0.00954,0.00547,0.02325,0.04405,0.03914,0.02082,0.38380,0.99038,0.00244,0.00395,0.00070,0.11007,4.04384,
19                    12,0.00242,0.00120,0.00016,0.00486,0.01426,0.01969,2.58793,0.00285,1.34822,0.10500,0.00355,0.00191,0.00089,0.00418,0.00425,0.00691,0.00344,0.05659,0.21320,0.00042,0.00057,0.00005,0.01980,0.46524,
19                    13,0.00189,0.00185,0.00018,0.00296,0.00873,0.01676,0.92517,0.00720,0.47540,0.02541,0.00189,0.00206,0.00139,0.00254,0.00113,0.00961,0.00479,0.08595,0.12253,0.00055,0.00067,0.00010,0.02664,0.38934,
19                    14,0.01720,0.00682,0.00035,0.01265,0.04177,0.09327,7.91909,0.00739,4.99132,0.50644,0.00802,0.00997,0.00516,0.02113,0.01758,0.03860,0.02010,0.36804,0.93380,0.00264,0.00313,0.00018,0.11195,2.01834,
19                    15,0.00007,0.00008,0.00002,0.00017,0.00059,0.00034,0.02044,0.00037,0.01196,0.00100,0.00012,0.00005,0.00005,0.00009,0.00022,0.00022,0.00015,0.00194,0.00388,0.00002,0.00003,0.00001,0.00053,0.01457,
19                    16,0.01462,0.00655,0.00146,0.39441,1.40243,0.07539,6.63642,0.00491,3.69023,0.79451,0.28807,0.00753,0.00432,0.04780,0.22874,0.02895,0.01617,0.27232,0.81088,0.00214,0.00329,0.00071,0.08207,1.80974,
19                    17,0.00070,0.00053,0.00010,0.00225,0.00691,0.00790,0.99316,0.00275,0.41491,0.01894,0.00153,0.00087,0.00044,0.00131,0.00073,0.00326,0.00155,0.02565,0.08241,0.00022,0.00025,0.00004,0.00915,0.18276,
19                    18,0.02502,0.00682,0.00037,0.01083,0.03264,0.08979,7.19289,0.02140,5.21359,0.62695,0.00699,0.00836,0.00461,0.02442,0.02906,0.02935,0.01663,0.30822,0.84627,0.00259,0.00273,0.00025,0.08637,2.14657,
20                    1,0.01360,0.00504,0.00063,0.01643,0.05231,0.07166,7.93614,0.03212,4.61368,0.48846,0.01152,0.00700,0.00331,0.01762,0.02165,0.02463,0.01286,0.22931,0.74030,0.00178,0.00239,0.00033,0.07091,1.88226,
20                    2,0.00229,0.00190,0.00037,0.00378,0.00934,0.01015,0.82653,0.01949,0.49000,0.05109,0.00243,0.00119,0.00078,0.00293,0.00479,0.00494,0.00274,0.04710,0.11379,0.00035,0.00073,0.00022,0.01284,0.46286,
20                    3,0.00260,0.00203,0.00022,0.00342,0.00887,0.02213,2.24152,0.00579,1.02502,0.03878,0.00214,0.00254,0.00146,0.00406,0.00229,0.01036,0.00569,0.09104,0.28962,0.00062,0.00090,0.00010,0.02882,0.49758,
20                    4,0.00498,0.00320,0.00022,0.00436,0.01956,0.03419,2.63972,0.00729,1.34400,0.06337,0.00322,0.00368,0.00222,0.00559,0.00334,0.01562,0.00843,0.14356,0.45075,0.00095,0.00129,0.00010,0.04427,0.71458,
20                    5,0.00815,0.00451,0.00025,0.00525,0.01515,0.04046,2.01680,0.00522,1.48330,0.14543,0.00321,0.00455,0.00291,0.00794,0.00472,0.01986,0.01072,0.19652,0.34170,0.00133,0.00145,0.00013,0.05535,0.99639,
20                    6,0.00611,0.00217,0.00027,0.00609,0.02023,0.02897,2.57607,0.00634,1.35326,0.08819,0.00375,0.00294,0.00169,0.00547,0.00290,0.01156,0.00638,0.10928,0.33327,0.00090,0.00099,0.00011,0.03344,0.65456,
20                    7,0.01540,0.00769,0.00044,0.00915,0.02182,0.07808,3.92020,0.00487,2.95257,0.29093,0.00538,0.00893,0.00576,0.01542,0.01007,0.03953,0.02046,0.38029,0.58894,0.00246,0.00277,0.00019,0.11062,1.69818,
20                    8,0.00467,0.00257,0.00018,0.00652,0.01856,0.03162,3.51814,0.00218,1.85953,0.14994,0.00408,0.00302,0.00138,0.00644,0.00444,0.01042,0.00553,0.09398,0.32556,0.00076,0.00091,0.00008,0.03044,0.69958,
20                    9,0.00512,0.00343,0.00024,0.00435,0.01239,0.03051,1.15607,0.00421,0.84267,0.06602,0.00262,0.00356,0.00242,0.00490,0.00215,0.01686,0.00882,0.16054,0.23257,0.00102,0.00114,0.00009,0.04617,0.72457,
20                    10,0.01068,0.00427,0.00025,0.00530,0.01489,0.04696,2.81718,0.00648,2.06377,0.21927,0.00333,0.00515,0.00317,0.01067,0.00823,0.02187,0.01129,0.21255,0.37668,0.00145,0.00163,0.00015,0.06137,1.04801,
20                    11,0.02808,0.01202,0.00116,0.02662,0.09085,0.09982,10.46967,0.05051,7.46723,0.88604,0.02192,0.01061,0.00561,0.02936,0.05442,0.03941,0.02156,0.40165,1.12564,0.00284,0.00435,0.00071,0.11389,3.79798,
20                    12,0.01282,0.00496,0.00033,0.01422,0.04016,0.07425,8.06176,0.00371,4.56224,0.40229,0.00931,0.00698,0.00342,0.01610,0.01358,0.02432,0.01302,0.22470,0.74742,0.00180,0.00202,0.00014,0.07149,1.60252,
20                    13,0.01038,0.00627,0.00035,0.00694,0.02012,0.05555,2.49378,0.00993,1.84499,0.17567,0.00423,0.00629,0.00415,0.01034,0.00590,0.02831,0.01488,0.27403,0.43062,0.00171,0.00195,0.00016,0.07901,1.31816,
20                    14,0.00998,0.00661,0.00044,0.00966,0.03159,0.06730,3.57262,0.00839,2.34357,0.18913,0.00627,0.00838,0.00511,0.01174,0.00693,0.03882,0.01924,0.35231,0.58623,0.00213,0.00270,0.00015,0.10766,1.51124,
20                    15,0.00609,0.00256,0.00014,0.00385,0.01134,0.02759,1.95322,0.00143,1.33074,0.13949,0.00239,0.00281,0.00160,0.00620,0.00449,0.01067,0.00582,0.10643,0.24995,0.00085,0.00091,0.00009,0.03066,0.60381,
20                    16,0.00380,0.00188,0.00134,0.38724,1.38332,0.02017,2.05367,0.00392,0.98691,0.58121,0.28447,0.00225,0.00131,0.03748,0.22485,0.00842,0.00468,0.07625,0.24728,0.00063,0.00190,0.00068,0.02360,0.49644,
