**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 1

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
K,  1.28527,  0.67951,  0.96161,  1.21264,  6.20635,  7.90416,  3.12433,  2.69813,  0.86359,  2.09928
Ca,  6.22570,  3.98944,  4.25271,  5.93183, 11.61853, 13.99383,  7.43298,  3.70662,  0.49867,  0.59537
Ti,  0.60250,  0.44937,  0.46340,  0.58486,  1.08391,  1.29029,  0.73109,  0.31218,  0.42701,  0.51814
V,  0.00029,  0.00029,  0.00269,  0.00394,  0.00411,  0.00554,  0.00345,  0.00127,  0.36789,  4.43576
Mn,  0.01634,  0.00000,  0.00924,  0.03237,  0.04942,  0.05260,  0.02917,  0.01962,  0.67263,  1.20086
Fe,  3.95172,  3.38672,  3.69401,  3.90986,  7.30059,  8.66721,  5.17660,  1.88412,  0.36397,  0.47678
Zn,  0.11405,  0.03870,  0.06030,  0.10474,  0.64968,  0.82660,  0.30635,  0.29911,  0.97635,  2.62249
Br,  0.00336,  0.00000,  0.00000,  0.00000,  0.00027,  0.00351,  0.00060,  0.00120,  1.98582,  0.35595
Pb,  0.03676,  0.01351,  0.01614,  0.03412,  0.08685,  0.10995,  0.04703,  0.03545,  0.75385,  0.96451

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,  0.00000,100.00000,100.00000,100.00000,100.00000, 80.00000, 41.03913,  0.51299,  0.41039
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,319.64135,  0.00000,  0.78618,  0.79824,  3.56897,422.01722, 41.60854,114.60228,  2.75430,  0.35853
Al,394.49347,  0.00000,  5.62112,  5.68213, 20.91909,520.99596, 68.50482,152.50856,  2.22625,  0.38659
Si,1331.98761,  0.00000, 13.99668, 14.11859, 43.95596,1758.35365,202.80562,485.80594,  2.39543,  0.36472
P,  0.00000,  0.00000,  0.00001,  0.08085,  0.15744, 12.31524,  0.73797,  2.73098,  3.70068,  0.00000
S,422.42512,  0.00000,  0.69831,  0.72592,  7.02882,557.92786, 58.12976,152.57913,  2.62480,  0.36120
Cl, 39.79204,  0.00000,  0.38462,  0.40506,  2.75689, 53.14554,  5.86243, 14.27327,  2.43470,  0.35870
K,422.77720,  0.00000,  1.44052,  1.47704,  9.90619,558.14384, 61.25281,154.02909,  2.51465,  0.36433
Ca,468.31283,  0.00000,  4.16814,  4.20234, 12.36312,618.03092, 68.00016,168.96374,  2.48475,  0.36079
Ti,  8.97263,  0.00000,  0.51260,  0.51706,  1.38166, 23.51197,  2.69903,  5.78444,  2.14316,  0.64468
V,  1.55931,  0.00000,  0.01078,  0.01102,  0.06360,  2.05881,  0.25799,  0.59845,  2.31969,  0.38379
Mn,  9.52305,  0.00000,  0.07480,  0.07546,  0.20655, 12.56209,  1.34364,  3.42119,  2.54621,  0.35925
Fe,238.92123,  0.00000,  5.01404,  5.07389, 17.62035,315.10907, 48.67746,104.17471,  2.14010,  0.43602
Zn,  8.59661,  0.00000,  0.03952,  0.04098,  0.41616, 11.36651,  1.48615,  3.41843,  2.30020,  0.39765
Br,  8.51821,  0.00000,  0.01848,  0.01913,  0.16097, 11.24927,  1.19680,  3.08754,  2.57984,  0.36246
Pb,  0.85285,  0.00000,  0.01649,  0.01686,  0.09002,  1.92603,  0.21897,  0.50163,  2.29082,  0.58817

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000, 86.76331,108.60422,155.67715, 71.43895, 51.97486,  0.72754,  0.00000
Mg,  0.27549,  0.00000,  0.29242,  0.44499,  0.45464,  0.48286,  0.34972,  0.18275,  0.52254,  0.66335
Al,  5.28676,  2.38851,  2.82723,  3.08968,  5.49005, 11.11045,  4.29740,  2.42529,  0.56436,  0.45875
Si, 12.03264,  7.35340,  8.25535,  8.84331, 12.44858, 19.89534, 10.39674,  3.37394,  0.32452,  0.28040
P,  0.09133,  0.01532,  0.01654,  0.01995,  0.09696,  0.33799,  0.06932,  0.09270,  1.33729,  1.01498
S,  0.00000,  0.00000,  0.00001,  0.01327,  0.06507,  0.55472,  0.05796,  0.12440,  2.14625,368514.44230
Cl,  0.72582,  0.00000,  0.00000,  0.23866,  0.76364,  2.02172,  0.46502,  0.58182,  1.25118,  0.80161
K,  1.08564,  0.82899,  0.88568,  0.97972,  1.23846,  3.04170,  1.20079,  0.53669,  0.44695,  0.49435
Ca,  3.36478,  2.53595,  2.72251,  2.85979,  3.47695,  4.63908,  3.07742,  0.53569,  0.17407,  0.15920
Ti,  0.54523,  0.42649,  0.43184,  0.44077,  0.55697,  0.99470,  0.52330,  0.15766,  0.30128,  0.28916
V,  0.01055,  0.00748,  0.00823,  0.00894,  0.01133,  0.02730,  0.01117,  0.00500,  0.44728,  0.47359
Mn,  0.06369,  0.06267,  0.06730,  0.07336,  0.07572,  0.08434,  0.07252,  0.00592,  0.08167,  0.09301
Fe,  5.30240,  4.07094,  4.21203,  4.37512,  5.46621, 10.66166,  5.24324,  1.75591,  0.33489,  0.33115
Zn,  0.06409,  0.03297,  0.03456,  0.04731,  0.06985,  0.23594,  0.06855,  0.05318,  0.77583,  0.82979
Br,  0.00227,  0.00023,  0.00084,  0.00159,  0.00261,  0.01444,  0.00247,  0.00316,  1.27858,  1.38967
Pb,  0.01753,  0.00684,  0.00709,  0.00756,  0.01848,  0.05250,  0.01445,  0.01301,  0.90047,  0.74223

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.62356,  1.19374,  0.26711,  0.45678,  1.71007,  0.00000
Mg,  0.56469,  0.48665,  0.49304,  0.49474,  0.53412,  0.56553,  0.50969,  0.02705,  0.05307,  0.04790
Al,  3.36231,  3.32417,  3.36230,  4.01716,  4.06420,  4.11843,  3.83156,  0.33094,  0.08637,  0.09843
Si,  9.89850,  9.77123,  9.89900, 10.83240, 10.85990, 10.95309, 10.53752,  0.47916,  0.04547,  0.04841
P,  0.00000,  0.00000,  0.00001,  0.01918,  0.02085,  0.02409,  0.01452,  0.00988,  0.68037,87586122.62179
S,  0.04035,  0.00000,  0.00000,  0.00293,  0.03444,  0.04158,  0.01429,  0.01735,  1.21390,  0.42991
Cl,  0.27436,  0.11174,  0.26542,  0.27394,  0.50063,  0.51402,  0.33160,  0.14167,  0.42722,  0.51635
K,  0.60687,  0.51569,  0.52143,  0.54489,  0.56660,  0.60808,  0.54808,  0.03009,  0.05489,  0.04958
Ca,  3.16564,  3.12101,  3.16586,  3.29814,  3.30480,  3.33000,  3.25394,  0.07747,  0.02381,  0.02447
Ti,  0.38389,  0.38304,  0.38388,  0.39829,  0.40058,  0.40342,  0.39487,  0.00787,  0.01994,  0.02051
