**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 10

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg, 11.07707,  0.00000,  0.00000,  0.00000,  8.20856, 11.09577,  2.76318,  4.91039,  1.77708,  0.44329
Al, 16.79388,  8.54572, 16.79522, 18.08404, 25.23407, 25.25006, 19.34788,  5.18975,  0.26823,  0.30903
Si, 14.55609,  5.55985, 14.55689, 15.68213, 22.10606, 22.12202, 16.66641,  5.00737,  0.30045,  0.34401
P, 34.53355, 15.52426, 26.71647, 34.54862, 38.14895, 51.30879, 33.20182,  9.46596,  0.28510,  0.27411
S, 10.21103,  0.00000, 10.21162, 11.85816, 13.83814, 21.08958, 11.00668,  5.36259,  0.48721,  0.52518
Cl, 34.55851,  0.00000,  0.00000,  8.26748, 28.09898, 34.61737, 11.26382, 14.27462,  1.26730,  0.41306
K,  0.00000,  0.00000,  0.00000, 12.64477, 18.99789, 19.01068, 10.41623,  8.32050,  0.79880,  0.00000
Ca, 29.25532, 24.27543, 29.25905, 37.11648, 49.94364, 49.96495, 38.42442,  9.62327,  0.25045,  0.32894
Ti, 19.68877, 11.90571, 19.69047, 23.97188, 32.78124, 32.79921, 24.82876,  6.90944,  0.27828,  0.35093
V, 15.55427, 12.10589, 15.55751, 24.64287, 33.72618, 33.74525, 24.38703,  8.20902,  0.33661,  0.52777
Mn,  7.50473,  0.18795,  7.50720, 11.18749, 15.97569, 15.99075, 10.92248,  4.83300,  0.44248,  0.64399
Fe, 20.81995, 14.52815, 20.82259, 25.69739, 35.20894, 35.22665, 26.75385,  7.15869,  0.26758,  0.34384
Zn,  0.00000,  0.00000,  0.00000, 34.32121, 44.90092, 44.92672, 26.20161, 19.89579,  0.75933,  0.00000
Br,  5.86486,  0.00000,  0.00000,  0.00000,  5.59271,  7.19023,  2.05887,  2.89768,  1.40742,  0.49408
Pb,  1.53906,  0.09231,  1.53929, 19.59769, 23.99615, 24.00629, 14.90581, 10.13321,  0.67982,  6.58404
BC, 17.19573,  0.00000,  0.00000,  0.00000, 17.18715, 36.20777,  7.67435, 11.68005,  1.52196,  0.67924

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 49.46064, 36.39727, 37.96956, 38.91702, 49.37379, 55.74821, 42.56539,  6.54356,  0.15373,  0.13230
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg, 74.94670, 74.85845, 76.20600, 81.28111, 85.26264, 86.05177, 81.29470,  4.29893,  0.05288,  0.05736
Al, 69.26710, 64.20085, 66.68598, 67.13147, 69.23432, 81.16368, 68.47767,  4.43686,  0.06479,  0.06405
Si, 72.27465, 67.35234, 70.13941, 70.30603, 72.24410, 83.92333, 71.61340,  4.25858,  0.05947,  0.05892
P,  6.85069,  0.25196,  0.26431,  4.44842,  6.50711, 12.84402,  4.12407,  3.53163,  0.85634,  0.51551
S,  6.00322,  0.00000,  0.00000,  0.00000,  4.54432,  6.00322,  1.60109,  2.54609,  1.59023,  0.42412
Cl, 21.48704, 21.43088, 23.41754, 29.15904, 38.78906, 38.80445, 31.23777,  7.10286,  0.22738,  0.33056
K, 39.90114, 24.33344, 25.65278, 26.14377, 39.44608, 42.11923, 30.59908,  7.03822,  0.23001,  0.17639
Ca, 51.23078, 39.94788, 40.35407, 42.81820, 51.14977, 64.32630, 46.12719,  7.69533,  0.16683,  0.15021
Ti, 66.00983, 58.19046, 60.08733, 61.13335, 65.98787, 78.36379, 63.37160,  5.69184,  0.08982,  0.08623
V, 50.85445, 39.05916, 40.24787, 41.69894, 50.80405, 59.26790, 45.00296,  6.56477,  0.14587,  0.12909
Mn, 68.55512, 61.51286, 64.39885, 64.56817, 68.55150, 77.32034, 66.29072,  4.16881,  0.06289,  0.06081
Fe, 62.72895, 54.52010, 56.04157, 57.39417, 62.69711, 74.67365, 59.70801,  5.83015,  0.09764,  0.09294
Zn, 28.44982,  0.00000,  0.00000,  2.51617, 28.34843, 29.77530, 10.70682, 13.46911,  1.25799,  0.47343
Br,  9.15888,  9.15888,  9.54178, 12.10531, 13.22070, 13.23114, 11.61327,  1.63410,  0.14071,  0.17842
Pb, 23.03252,  5.88932,  7.91652,  8.81786, 23.02652, 24.61772, 13.27394,  7.58855,  0.57169,  0.32947
BC,  0.00000,  0.00000,  0.00000,  6.23776,  7.38799,  7.39458,  4.42152,  3.41750,  0.77292,  0.00000

Factor 6,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  9.14366,  4.06422,  4.64849,  7.08997,  8.74117,  9.15279,  6.53189,  1.95894,  0.29990,  0.21424
